player;nationality;position;squad;age;birth_year;value;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;passes;passes_pct;passes_total_distance;passes_progressive_distance;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;touches;dribbles_completed;dribbles;dribbles_completed_pct;LigaRk;CL;WinCL;Season
Petar Skuletic;SRB;FW;Montpellier;29;1990;$ 500,00;193;Forward - Centre-Forward;left;Ligue 1;5;1;106;0;0;0;1;0;0;0;0;0;4;1;0;25;3,4;0,85;0;0;26;65,4;210;28;1;0;0;1;0;46;0;1;0;8;0;0;201920#
Arnaud Souquet;FRA;DF;Montpellier;27;1992;$ 4.000.000,00;179;Defender - Right-Back;right;Ligue 1;24;22;2016;2;0;0;0;0,09;0;0,09;0,09;0,09;15;4;0;26,7;0,67;0,18;0,13;0,5;1064;76;13691;5981;43;6;1;37;13;1335;23;48;47,9;8;0;0;201920#
MathÌas Su·rez;URU;DF;Montpellier;23;1996;$ 1.000.000,00;182;Defender - Right-Back;right;Ligue 1;1;1;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;70,4;301;169;2;0;0;2;1;37;0;1;0;8;0;0;201920#
Thibaut Vargas;FRA;DF,MF;Montpellier;19;2000;$ 25.000,00;175;Midfielder - Right Midfield;both;Ligue 1;3;2;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;70,8;875;236;2;2;0;0;0;88;1;4;25;8;0;0;201920#
ClÈment Vidal;FRA;DF;Montpellier;19;2000;$ 45.000,00;181;Defender - Centre-Back;right;Ligue 1;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;82,2;847;328;5;1;0;4;0;54;0;0;0;8;0;0;201920#
Sofiane Alakouch;FRA;DF;N?Æmes;21;1998;$ 3.000.000,00;175;Defender - Right-Back;right;Ligue 1;17;17;1400;0;0;0;0;0;0;0;0;0;10;4;0;40;0,64;0,26;0;0;810;82;11883;4858;23;2;0;21;18;992;20;34;58,8;18;0;0;201920#
Sami Ben Amar;MAR;FW;N?Æmes;21;1998;$ 35.000,00;185;Forward - Centre-Forward;right;Ligue 1;2;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;75;125;75;1;0;0;1;1;13;0;0;0;18;0;0;201920#
Yassine Benrahou;FRA;MF,FW;N?Æmes;20;1999;$ 2.000.000,00;170;Midfielder - Attacking Midfield;right;Ligue 1;9;9;762;2;3;0;0;0,24;0,35;0,59;0,24;0,59;23;10;5;43,5;2,72;1,18;0,09;0,2;315;66;3733;1134;7;0;0;7;3;453;19;39;48,7;18;0;0;201920#
Antonin Bobichon;FRA;MF;N?Æmes;23;1995;$ 2.000.000,00;178;Midfielder - Central Midfield;right;Ligue 1;2;2;180;0;0;0;0;0;0;0;0;0;20;5;1;25;2,77;0,69;0,1;0,4;283;78,1;3457;982;17;0;0;17;1;121;2;5;40;18;0;0;201920#
Anthony Brian?ßon;FRA;DF;N?Æmes;24;1994;$ 3.500.000,00;185;Defender - Centre-Back;right;Ligue 1;22;20;1737;1;0;0;0;0,05;0;0,05;0,05;0,05;17;3;0;17,6;0,88;0,16;0,06;0,33;836;84,2;18025;5824;40;19;0;21;30;1074;5;6;83,3;18;0;0;201920#
Lucas BuadÈs;FRA;FW;N?Æmes;21;1997;$ 300,00;181;Midfielder - Right Midfield;right;Ligue 1;6;1;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;72,2;189;56;1;0;0;1;2;41;1;3;33,3;18;0;0;201920#
Lucas Deaux;FRA;MF;N?Æmes;30;1988;$ 1.000.000,00;188;Midfielder - Defensive Midfield;right;Ligue 1;17;15;1335;2;1;0;0;0,13;0,07;0,2;0,13;0,2;15;5;0;33,3;1,01;0,34;0,13;0,4;688;78,3;11175;3396;25;6;0;19;10;876;14;20;70;18;0;0;201920#
Kevin Denkey;TOG;FW;N?Æmes;18;2000;$ 2.500.000,00;181;Forward - Centre-Forward;right;Ligue 1;17;6;603;3;1;0;0;0,45;0,15;0,6;0,45;0,6;20;7;0;35;2,99;1,04;0,15;0,43;149;68,5;1496;289;6;1;0;5;0;229;8;12;66,7;18;0;0;201920#
Haris Duljevic;BIH;FW,MF;N?Æmes;25;1993;$ 800,00;185;Midfielder - Left Midfield;right;Ligue 1;14;5;520;0;3;0;0;0;0,52;0,52;0;0,52;14;4;0;28,6;2,42;0,69;0;0;162;70,4;1793;362;7;0;0;7;2;236;12;19;63,2;18;0;0;201920#
Zinedine Ferhat;ALG;FW,MF;N?Æmes;26;1993;$ 2.000.000,00;180;Midfielder - Right Midfield;right;Ligue 1;26;25;2246;3;4;0;0;0,12;0,16;0,28;0,12;0,28;45;14;3;31,1;1,8;0,56;0,07;0,21;947;63,4;10721;4255;24;2;0;22;16;1264;54;104;51,9;18;0;0;201920#
Lamine Fomba;FRA;MF;N?Æmes;21;1998;$ 3.000.000,00;187;Midfielder - Central Midfield;right;Ligue 1;20;15;1373;0;0;0;0;0;0;0;0;0;14;3;0;21,4;0,92;0,2;0;0;428;70,3;5137;1132;37;3;0;34;17;638;19;32;59,4;18;0;0;201920#
Moussa KonÈ;SEN;FW;N?Æmes;22;1996;$ 2.000.000,00;175;Forward - Centre-Forward;right;Ligue 1;5;1;140;2;0;0;0;1,29;0;1,29;1,29;1,29;7;3;0;42,9;4,5;1,93;0,29;0,67;22;81,8;351;34;2;1;0;1;1;43;1;2;50;18;0;0;201920#
Loick Landre;FRA;DF;N?Æmes;27;1992;$ 1.000.000,00;182;Defender - Centre-Back;right;Ligue 1;11;10;929;1;0;0;0;0,1;0;0,1;0,1;0,1;5;2;0;40;0,48;0,19;0,2;0,5;389;78,1;6698;1947;19;9;1;10;10;491;0;0;0;18;0;0;201920#
Pablo Martinez;FRA;DF;N?Æmes;30;1989;$ 2.000.000,00;182;Defender - Centre-Back;left;Ligue 1;26;26;2339;2;1;0;0;0,08;0,04;0,12;0,08;0,12;1;0;1;0;2,73;0;0;0;18;77,8;211;95;1;1;0;0;1;1340;6;7;85,7;18;0;0;201920#
Florian Miguel;FRA;DF;N?Æmes;22;1996;$ 1.000.000,00;179;Defender - Left-Back;left;Ligue 1;24;23;2056;1;0;0;0;0,04;0;0,04;0,04;0,04;17;2;0;11,8;0,74;0,09;0,06;0,5;954;74,1;12889;6082;32;3;0;29;27;1239;13;33;39,4;18;0;0;201920#
GaÈtan Paquiez;FRA;DF;N?Æmes;25;1994;$ 80.000,00;182;Defender - Right-Back;left;Ligue 1;21;17;1530;0;0;0;0;0;0;0;0;0;5;0;0;0;0,29;0;0;0;768;71,1;9520;4602;32;5;0;27;18;972;11;21;52,4;18;0;0;201920#
Romain Philippoteaux;FRA;FW,MF;N?Æmes;31;1988;$ 80.000,00;170;Forward - Left Winger;both;Ligue 1;27;23;1994;5;2;0;0;0,23;0,09;0,32;0,23;0,32;31;12;0;38,7;1,4;0,54;0,16;0,42;626;71,2;7093;2555;28;1;0;27;20;849;28;66;42,4;18;0;0;201920#
Renaud Ripart;FRA;FW,DF;N?Æmes;26;1993;$ 3.000.000,00;181;Midfielder - Right Midfield;right;Ligue 1;24;23;2027;4;2;2;2;0,18;0,09;0,27;0,09;0,18;48;15;0;31,3;2,13;0,67;0,04;0,13;641;66,6;7012;2059;31;3;0;28;10;972;27;65;41,5;18;0;0;201920#
Nolan Roux;FRA;FW;N?Æmes;31;1988;$ 1.000.000,00;182;Forward - Centre-Forward;right;Ligue 1;7;7;584;2;0;0;0;0,31;0;0,31;0,31;0,31;18;8;0;44,4;2,77;1,23;0,11;0,25;137;70,8;1374;164;7;0;0;7;4;212;5;11;45,5;18;0;0;201920#
ThÈo Sainte-Luce;FRA;DF,FW;N?Æmes;20;1998;$ 30.000,00;181;Defender - Left-Back;left;Ligue 1;3;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;100;36;0;0;0;0;0;0;4;0;0;0;18;0;0;201920#
Sidy Sarr;SEN;MF;N?Æmes;23;1996;$ 2.000.000,00;196;Midfielder - Defensive Midfield;left;Ligue 1;22;12;1165;0;2;0;0;0;0,15;0,15;0;0,15;20;6;2;30;1,55;0,46;0;0;509;72,7;7787;1902;19;3;0;16;7;647;12;15;80;18;0;0;201920#
Vlatko Stojanovski;MKD;FW;N?Æmes;22;1997;$ 40.000,00;186;Forward - Centre-Forward;right;Ligue 1;6;1;123;0;0;0;0;0;0;0;0;0;2;2;0;100;1,46;1,46;0;0;28;71,4;358;36;0;0;0;0;1;40;1;2;50;18;0;0;201920#
Pierrick Valdivia;FRA;MF;N?Æmes;31;1988;$ 47.500,00;186;Midfielder - Central Midfield;left;Ligue 1;2;1;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;87,9;714;208;0;0;0;0;0;37;0;1;0;18;0;0;201920#
Antoine Valerio;FRA;MF;N?Æmes;19;1999;$ 200.000,00;185;Midfielder - Central Midfield;;Ligue 1;5;1;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;71,4;562;162;1;0;0;1;2;47;3;3;100;18;0;0;201920#
Theo Valls;FRA;MF;N?Æmes;23;1995;$ 2.000.000,00;179;Midfielder - Central Midfield;left;Ligue 1;23;20;1632;1;1;0;0;0,06;0,06;0,11;0,06;0,11;25;7;2;28;1,38;0,39;0,04;0,14;696;77,3;10714;2795;23;0;0;23;10;853;13;18;72,2;18;0;0;201920#
Mehdi Abeid;ALG;MF;Nantes;26;1992;$ 2.000.000,00;178;Midfielder - Central Midfield;right;Ligue 1;25;20;1817;1;2;0;0;0,05;0,1;0,15;0,05;0,15;33;7;3;21,2;1,63;0,35;0,03;0,14;957;83,7;14638;3850;18;3;0;15;17;1176;12;22;54,5;13;0;0;201920#
Dennis Appiah;FRA;DF;Nantes;27;1992;$ 1.000.000,00;179;Defender - Right-Back;right;Ligue 1;19;18;1605;0;0;0;0;0;0;0;0;0;1;0;0;0;0,06;0;0;0;964;77,2;11758;5492;20;3;0;17;15;1158;21;27;77,8;13;0;0;201920#
Thomas Basila;FRA;DF;Nantes;20;1999;$ 1.000.000,00;187;Defender - Centre-Back;right;Ligue 1;7;3;415;0;0;0;0;0;0;0;0;0;1;0;0;0;0,22;0;0;0;249;83,5;4086;1411;3;1;0;2;1;293;1;1;100;13;0;0;201920#
Cristian Benavente;PER;MF,FW;Nantes;25;1994;$ 3.000.000,00;172;Midfielder - Attacking Midfield;left;Ligue 1;12;4;349;0;1;0;0;0;0,26;0,26;0;0,26;5;3;0;60;1,29;0,77;0;0;156;79,5;1960;380;2;0;0;2;2;207;4;10;40;13;0;0;201920#
Ludovic Blas;FRA;FW,MF;Nantes;21;1997;$ 8.000.000,00;180;Midfielder - Attacking Midfield;left;Ligue 1;24;22;1845;5;1;0;0;0,24;0,05;0,29;0,24;0,29;46;20;0;43,5;2,24;0,98;0,11;0,25;676;79,9;10016;2376;31;2;0;29;12;978;52;93;55,9;13;0;0;201920#
Marcus Coco;FRA;FW;Nantes;23;1996;$ 2.000.000,00;184;Forward - Right Winger;right;Ligue 1;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;100;27;7;0;0;0;0;0;3;0;0;0;13;0;0;201920#
Kalifa Coulibaly;MLI;FW;Nantes;27;1991;$ 4.000.000,00;197;Forward - Centre-Forward;right;Ligue 1;21;18;1616;4;0;0;0;0,22;0;0,22;0,22;0,22;47;19;0;40,4;2,62;1,06;0,09;0,21;336;59,2;2690;518;10;2;0;8;7;597;14;39;35,9;13;0;0;201920#
Renaud Emond;BEL;FW,MF;Nantes;27;1991;$ 3.000.000,00;186;Forward - Centre-Forward;right;Ligue 1;6;3;292;0;0;0;0;0;0;0;0;0;4;1;0;25;1,23;0,31;0;0;78;67,9;898;186;5;1;0;4;1;113;2;4;50;13;0;0;201920#
F·bio;BRA;DF;Nantes;29;1990;$ 2.500.000,00;172;Defender - Right-Back;right;Ligue 1;10;10;834;0;0;0;0;0;0;0;0;0;4;0;0;0;0,43;0;0;0;521;81,4;6906;3177;15;4;0;11;12;638;6;6;100;13;0;0;201920#
Andrei Girotto;BRA;DF;Nantes;27;1992;$ 4.000.000,00;186;Defender - Centre-Back;right;Ligue 1;25;25;2177;1;0;0;0;0,04;0;0,04;0,04;0,04;24;6;1;25;0,99;0,25;0,04;0,17;1179;86,9;21050;7252;43;18;0;25;22;1517;4;7;57,1;13;0;0;201920#
JosuÈ Homawoo;FRA;DF;Nantes;21;1997;$ 15.000,00;191;Defender - Centre-Back;left;Ligue 1;1;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;70,8;284;160;4;2;0;2;2;39;0;0;0;13;0;0;201920#
Abdoul Kader Bamba;FRA;FW,MF;Nantes;25;1994;$ 1.000.000,00;176;Forward - Right Winger;right;Ligue 1;27;16;1468;1;3;0;0;0,06;0,18;0,25;0,06;0,25;19;9;0;47,4;1,16;0,55;0,05;0,11;721;79,2;8759;2739;24;2;1;22;20;960;55;98;56,1;13;0;0;201920#
Rene Krhin;SVN;DF,MF;Nantes;29;1990;$ 1.000.000,00;189;Midfielder - Central Midfield;right;Ligue 1;8;4;327;0;0;0;0;0;0;0;0;0;1;0;0;0;0,28;0;0;0;156;87,8;2752;583;4;0;0;4;6;195;0;0;0;13;0;0;201920#
Lucas Lima;BRA;FW,DF;Nantes;27;1991;$ 5.000.000,00;179;Defender - Left-Back;left;Ligue 1;3;3;270;0;0;0;0;0;0;0;0;0;2;1;1;50;0,67;0,33;0;0;180;67,2;2282;856;2;0;0;2;0;201;2;3;66,7;13;0;0;201920#
Anthony Limbombe;BEL;FW,MF;Nantes;25;1994;$ 4.000.000,00;177;Forward - Left Winger;right;Ligue 1;4;2;151;1;0;0;0;0,6;0;0,6;0,6;0,6;2;1;0;50;1,19;0,6;0,5;1;53;67,9;527;148;3;0;0;3;1;78;1;4;25;13;0;0;201920#
Imran Louza;FRA;MF,FW;Nantes;20;1999;$ 12.000.000,00;178;Midfielder - Central Midfield;left;Ligue 1;24;22;2009;2;2;0;0;0,09;0,09;0,18;0,09;0,18;37;13;3;35,1;1,66;0,58;0,05;0,15;1157;77,9;16112;3850;29;2;0;27;13;1413;26;52;50;13;0;0;201920#
Wesley Moustache;FRA;DF;Nantes;20;1999;$ 15.000,00;177;Defender - Left-Back;left;Ligue 1;1;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;74,1;319;186;3;0;0;3;0;34;0;0;0;13;0;0;201920#
Samuel Moutoussamy;COD;DF,FW;Nantes;22;1996;$ 3.000.000,00;176;Midfielder - Central Midfield;left;Ligue 1;18;3;523;0;0;0;0;0;0;0;0;0;4;1;0;25;0,69;0,17;0;0;318;81,8;4289;1473;9;0;0;9;2;380;7;20;35;13;0;0;201920#
Nicolas Pallois;FRA;DF;Nantes;31;1987;$ 2.000.000,00;189;Defender - Centre-Back;left;Ligue 1;21;21;1890;0;0;0;0;0;0;0;0;0;14;3;1;21,4;0,67;0,14;0;0;1024;86;19864;6081;29;15;0;14;24;1294;16;18;88,9;13;0;0;201920#
Percy Prado;PER;DF;Nantes;23;1996;$ 30.000,00;175;Defender - Right-Back;right;Ligue 1;3;2;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;79,2;1438;809;0;0;0;0;1;124;0;0;0;13;0;0;201920#
Valentin Rongier;FRA;MF;Nantes;24;1994;$ 16.000.000,00;172;Midfielder - Central Midfield;right;Ligue 1;3;3;270;0;1;0;0;0;0,33;0,33;0;0,33;4;1;0;25;1,33;0,33;0;0;179;86;2829;671;2;0;0;2;0;198;5;5;100;13;0;0;201920#
Roli Pereira de Sa;FRA;MF;Nantes;22;1996;$ 15.000,00;177;Midfielder - Attacking Midfield;right;Ligue 1;1;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;12;91,7;200;62;0;0;0;0;0;13;0;0;0;13;0;0;201920#
Moses Simon;NGA;FW,MF;Nantes;24;1995;$ 6.000.000,00;168;Forward - Left Winger;right;Ligue 1;26;25;2177;5;5;0;0;0,21;0,21;0,41;0,21;0,41;43;18;0;41,9;1,78;0,74;0,12;0,28;663;73,9;6954;2163;17;0;0;17;9;954;52;103;50,5;13;0;0;201920#
Abdoulaye TourÈ;FRA;MF;Nantes;25;1994;$ 8.000.000,00;188;Midfielder - Defensive Midfield;right;Ligue 1;27;24;2221;3;0;2;2;0,12;0;0,12;0,04;0,04;33;8;0;24,2;1,34;0,32;0,03;0,13;1339;84,8;21164;4192;39;13;0;26;19;1624;38;49;77,6;13;0;0;201920#
Charles Traore;MLI;DF;Nantes;27;1992;$ 2.500.000,00;180;Defender - Left-Back;left;Ligue 1;20;20;1738;0;1;0;0;0;0,05;0,05;0;0,05;5;1;0;20;0,26;0,05;0;0;1078;74,5;14576;6470;34;3;0;31;27;1321;16;24;66,7;13;0;0;201920#
Molla WaguÈ;MLI;DF;Nantes;28;1991;$ 80.000,00;191;Defender - Centre-Back;right;Ligue 1;9;8;682;0;0;0;0;0;0;0;0;0;2;0;0;0;0,26;0;0;0;304;85,2;5358;1436;16;10;0;6;10;415;2;3;66,7;13;0;0;201920#
Elie Youan;FRA;FW;Nantes;20;1999;$ 725,00;181;Forward - Centre-Forward;right;Ligue 1;5;2;163;0;0;0;0;0;0;0;0;0;3;2;0;66,7;1,66;1,1;0;0;52;76,9;525;86;2;0;0;2;1;74;0;4;0;13;0;0;201920#
Allan;BRA;MF;Napoli;28;1991;$ 25.000.000,00;175;Midfielder - Central Midfield;right;Serie A;23;16;1280;2;1;0;0;0,14;0,07;0,21;0,14;0,21;12;7;0;58,3;0,84;0,49;0,17;0,29;829;86,6;13383;3236;26;3;0;23;5;994;18;29;62,1;7;0;0;201920#
JosÈ Callejan;ESP;FW,MF;Napoli;32;1987;$ 9.000.000,00;178;Forward - Right Winger;right;Serie A;33;25;2172;4;7;0;0;0,17;0,29;0,46;0,17;0,46;42;15;0;35,7;1,74;0,62;0,1;0,27;1245;79,8;17855;4520;30;3;0;27;3;1429;10;25;40;7;0;0;201920#
Diego Demme;GER;MF;Napoli;27;1991;$ 13.000.000,00;170;Midfielder - Defensive Midfield;right;Serie A;15;10;902;1;0;0;0;0,1;0;0,1;0,1;0,1;4;1;0;25;0,4;0,1;0,25;1;782;91,4;13894;2501;8;1;0;7;4;850;3;4;75;7;0;0;201920#
Giovanni Di Lorenzo;ITA;DF;Napoli;25;1993;$ 16.000.000,00;183;Defender - Right-Back;right;Serie A;33;33;2970;3;3;0;0;0,09;0,09;0,18;0,09;0,18;22;6;0;27,3;0,67;0,18;0,14;0,5;2274;88,1;34218;12209;48;13;1;35;13;2562;27;41;65,9;7;0;0;201920#
Elif Elmas;MKD;MF;Napoli;19;1999;$ 18.000.000,00;182;Midfielder - Central Midfield;right;Serie A;26;12;1134;1;1;0;0;0,08;0,08;0,16;0,08;0,16;23;8;0;34,8;1,83;0,63;0,04;0,13;685;90,9;9225;1613;17;1;0;16;7;812;27;33;81,8;7;0;0;201920#
Faouzi Ghoulam;ALG;DF;Napoli;28;1991;$ 9.000.000,00;184;Defender - Left-Back;left;Serie A;9;3;376;0;1;0;0;0;0,24;0,24;0;0,24;4;2;1;50;0,96;0,48;0;0;300;80;4163;1361;9;2;0;7;4;340;5;5;100;7;0;0;201920#
Elseid Hysaj;ALB;DF;Napoli;25;1994;$ 13.000.000,00;182;Defender - Right-Back;right;Serie A;20;17;1481;1;2;0;0;0,06;0,12;0,18;0,06;0,18;5;3;0;60;0,3;0,18;0,2;0,33;1299;84,5;18329;6483;32;4;0;28;9;1425;15;23;65,2;7;0;0;201920#
Lorenzo Insigne;ITA;FW,MF;Napoli;28;1991;$ 48.000.000,00;163;Forward - Left Winger;right;Serie A;37;34;2810;8;6;5;5;0,26;0,19;0,45;0,1;0,29;116;38;7;32,8;3,72;1,22;0,03;0,08;1784;81,3;24253;5561;28;2;0;26;23;2181;66;114;57,9;7;0;0;201920#
Kalidou Koulibaly;SEN;DF;Napoli;28;1991;$ 56.000.000,00;187;Defender - Centre-Back;right;Serie A;25;24;2105;0;0;0;0;0;0;0;0;0;15;4;0;26,7;0,64;0,17;0;0;1651;92,1;31538;11604;40;19;2;21;17;1884;12;18;66,7;7;0;0;201920#
Fernando Llorente;ESP;FW;Napoli;34;1985;$ 4.000.000,00;193;Forward - Centre-Forward;right;Serie A;17;3;501;3;1;0;0;0,54;0,18;0,72;0,54;0,72;31;11;0;35,5;5,57;1,98;0,1;0,27;156;81,4;1822;142;6;1;0;5;1;237;5;9;55,6;7;0;0;201920#
Stanislav Lobotka;SVK;MF;Napoli;24;1994;$ 16.000.000,00;172;Midfielder - Defensive Midfield;both;Serie A;14;9;752;0;0;0;0;0;0;0;0;0;7;2;0;28,6;0,46;0,13;0;0;777;87,9;12357;2937;12;1;0;11;7;695;7;9;77,8;7;0;0;201920#
Hirving Lozano;MEX;FW;Napoli;24;1995;$ 28.000.000,00;175;Forward - Left Winger;right;Serie A;26;10;1025;4;1;0;0;0,35;0,09;0,44;0,35;0,44;34;13;0;38,2;2,99;1,14;0,12;0,31;352;76,7;3827;735;16;0;0;16;3;535;24;44;54,5;7;0;0;201920#
Sebastiano Luperto;ITA;DF;Napoli;22;1996;$ 4.000.000,00;191;Defender - Centre-Back;left;Serie A;9;5;529;0;0;0;0;0;0;0;0;0;1;0;0;0;0,17;0;0;0;381;91,1;6946;2250;10;3;0;7;2;427;0;0;0;7;0;0;201920#
Nikola Maksimovic;SRB;DF;Napoli;27;1991;$ 18.000.000,00;193;Defender - Centre-Back;right;Serie A;22;20;1799;1;1;0;0;0,05;0,05;0,1;0,05;0,1;4;1;0;25;0,2;0,05;0,25;1;1389;92,7;27053;9103;31;14;0;17;19;1546;6;9;66,7;7;0;0;201920#
KÈvin Malcuit;MAR;DF;Napoli;28;1991;$ 12.000.000,00;178;Defender - Right-Back;right;Serie A;4;3;256;0;0;0;0;0;0;0;0;0;2;0;0;0;0,7;0;0;0;174;81,6;2591;588;8;1;0;7;3;203;6;9;66,7;7;0;0;201920#
Kostas Manolas;GRE;DF;Napoli;28;1991;$ 32.000.000,00;189;Defender - Centre-Back;right;Serie A;26;25;2176;4;0;0;0;0,17;0;0,17;0,17;0,17;17;8;0;47,1;0,7;0,33;0,24;0,5;1476;92,8;29211;7282;34;16;1;18;15;1677;2;2;100;7;0;0;201920#
Dries Mertens;BEL;FW;Napoli;32;1987;$ 20.000.000,00;169;Forward - Centre-Forward;right;Serie A;31;18;1689;9;7;0;0;0,48;0,37;0,85;0,48;0,85;75;24;4;32;4;1,28;0,12;0,38;713;75,2;9113;2218;17;3;0;14;3;909;26;48;54,2;7;0;0;201920#
Arkadiusz Milik;POL;FW;Napoli;25;1994;$ 32.000.000,00;186;Forward - Centre-Forward;left;Serie A;26;19;1747;11;0;0;0;0,57;0;0,57;0,57;0,57;67;27;3;40,3;3,45;1,39;0,16;0,41;468;82,9;5754;687;13;2;0;11;1;663;15;24;62,5;7;0;0;201920#
Matteo Politano;ITA;FW;Napoli;25;1993;$ 22.000.000,00;171;Forward - Right Winger;left;Serie A;15;9;743;2;2;0;0;0,24;0,24;0,48;0,24;0,48;19;8;0;42,1;2,3;0,97;0,11;0,25;363;76,3;4239;986;10;0;0;10;3;460;17;24;70,8;7;0;0;201920#
M·rio Rui;POR;DF;Napoli;28;1991;$ 12.000.000,00;168;Defender - Left-Back;left;Serie A;24;22;1966;0;2;0;0;0;0,09;0,09;0;0,09;32;10;2;31,3;1,46;0,46;0;0;1994;82,8;28137;9723;43;6;1;37;13;2219;26;38;68,4;7;0;0;201920#
Fabi·n Ruiz PeÒa;ESP;MF;Napoli;23;1996;$ 50.000.000,00;189;Midfielder - Central Midfield;left;Serie A;33;30;2684;3;6;0;0;0,1;0,2;0,3;0,1;0,3;71;17;0;23,9;2,38;0,57;0,04;0,18;2354;90;39614;9628;47;4;0;43;18;2649;30;43;69,8;7;0;0;201920#
Amin Younes;GER;FW,MF;Napoli;25;1993;$ 6.000.000,00;168;Forward - Left Winger;right;Serie A;9;1;176;1;0;0;0;0,51;0;0,51;0,51;0,51;7;1;0;14,3;3,58;0,51;0,14;1;111;80,2;1190;331;2;0;0;2;0;143;3;8;37,5;7;0;0;201920#
Piotr Zieli?Ñski;POL;MF;Napoli;25;1994;$ 32.000.000,00;180;Midfielder - Central Midfield;both;Serie A;37;32;2924;2;4;0;0;0,06;0,12;0,18;0,06;0,18;77;21;0;27,3;2,37;0,65;0,03;0,1;2015;87,2;31856;8652;53;5;0;48;20;2354;43;72;59,7;7;0;0;201920#
Miguel Almiran;PAR;MF,FW;Newcastle Utd;25;1994;$ 16.000.000,00;174;Midfielder - Attacking Midfield;left;Premier League;36;35;3021;4;2;0;0;0,12;0,06;0,18;0,12;0,18;55;17;0;30,9;1,64;0,51;0,07;0,24;894;76,3;10799;2574;44;1;0;43;20;1309;46;93;49,5;13;0;0;201920#
Christian Atsu;GHA;FW,MF;Newcastle Utd;27;1992;$ 4.000.000,00;165;Forward - Left Winger;left;Premier League;19;6;749;0;3;0;0;0;0,36;0,36;0;0,36;5;1;0;20;0,6;0,12;0;0;208;78,4;2591;563;28;1;0;27;7;332;19;40;47,5;13;0;0;201920#
Nabil Bentaleb;ALG;MF;Newcastle Utd;24;1994;$ 4.000.000,00;187;Midfielder - Central Midfield;left;Premier League;12;8;751;0;0;0;0;0;0;0;0;0;4;0;0;0;0,48;0;0;0;404;85,9;6806;1178;14;2;0;12;10;482;6;8;75;13;0;0;201920#
Andy Carroll;ENG;FW;Newcastle Utd;30;1989;$ 3.000.000,00;193;Forward - Centre-Forward;left;Premier League;19;4;632;0;4;0;0;0;0,57;0,57;0;0,57;15;3;0;20;2,14;0,43;0;0;207;64,7;2215;483;7;3;0;4;3;320;5;8;62,5;13;0;0;201920#
Ciaran Clark;IRL;DF;Newcastle Utd;29;1989;$ 4.000.000,00;188;Defender - Centre-Back;left;Premier League;14;14;1186;2;0;0;0;0,15;0;0,15;0,15;0,15;6;4;0;66,7;0,46;0,3;0,33;0,5;322;78,6;5411;2056;25;13;0;12;14;495;5;7;71,4;13;0;0;201920#
Paul Dummett;WAL;DF;Newcastle Utd;27;1991;$ 5.000.000,00;183;Defender - Centre-Back;left;Premier League;16;14;1228;0;0;0;0;0;0;0;0;0;1;1;0;100;0,07;0,07;0;0;502;71,3;6797;3378;42;10;0;32;15;663;1;3;33,3;13;0;0;201920#
Federico Fern·ndez;ARG;DF;Newcastle Utd;30;1989;$ 5.000.000,00;190;Defender - Centre-Back;right;Premier League;32;29;2620;2;2;0;0;0,07;0,07;0,14;0,07;0,14;16;6;0;37,5;0,55;0,21;0,13;0,33;1184;76,6;20097;8025;61;31;0;30;8;1561;11;14;78,6;13;0;0;201920#
Dwight Gayle;ENG;FW;Newcastle Utd;28;1990;$ 9.000.000,00;177;Forward - Centre-Forward;right;Premier League;20;10;850;4;2;0;0;0,42;0,21;0,64;0,42;0,64;23;10;1;43,5;2,44;1,06;0,17;0,4;150;73,3;1683;222;10;5;0;5;1;243;4;5;80;13;0;0;201920#
Isaac Hayden;ENG;MF;Newcastle Utd;24;1995;$ 8.000.000,00;186;Midfielder - Defensive Midfield;right;Premier League;29;26;2223;1;2;0;0;0,04;0,08;0,12;0,04;0,12;17;3;0;17,6;0,69;0,12;0,06;0,33;833;75,6;10888;2509;38;8;0;30;29;1091;31;45;68,9;13;0;0;201920#
